Cell_id,Rep_Num,FOV_Num,drug_time,drug_concentration,cell_Num,Time,num_rna_cyto,num_rna_nuc,num_rna_nascent,Cyto_Intensity_1,is_cell_vital
rep1_FOV1_1,1,1,1200,0.1,1,1000,11,0,2,1280,1
rep1_FOV1_1,1,1,1200,0.1,1,1050,10,0,2,1139,1
rep1_FOV1_1,1,1,1200,0.1,1,1100,9,0,1,1098,1
rep1_FOV1_1,1,1,1200,0.1,1,1150,5,1,0,878,1
rep1_FOV1_1,1,1,1200,0.1,1,1200,4,0,0,740,1
rep1_FOV1_1,1,1,1200,0.1,1,1250,2,0,1,551,1
rep1_FOV1_1,1,1,1200,0.1,1,1300,2,0,0,393,1
rep1_FOV1_1,1,1,1200,0.1,1,1350,1,0,0,273,1
rep1_FOV1_1,1,1,1200,0.1,1,1400,1,0,0,206,1
rep1_FOV1_1,1,1,1200,0.1,1,1450,1,7,25,160,1
rep1_FOV1_1,1,1,1200,0.1,1,1500,7,38,42,280,1
rep1_FOV1_1,1,1,1200,0.1,1,1550,28,22,14,862,1
rep1_FOV1_1,1,1,1200,0.1,1,1600,28,13,4,1581,1
rep1_FOV1_1,1,1,1200,0.1,1,1650,24,7,2,1917,1
rep1_FOV1_1,1,1,1200,0.1,1,1700,19,1,17,1984,1
rep1_FOV1_1,1,1,1200,0.1,1,1750,8,5,8,1650,1
rep1_FOV1_1,1,1,1200,0.1,1,1800,6,5,4,1186,1
rep1_FOV1_1,1,1,1200,0.1,1,1850,8,10,10,1027,1
rep1_FOV1_1,1,1,1200,0.1,1,1900,10,7,15,1035,1
rep1_FOV1_1,1,1,1200,0.1,1,1950,9,11,5,1057,1
rep1_FOV1_1,1,1,1200,0.1,1,2000,9,3,1,949,1
rep1_FOV1_2,1,1,1200,0.1,2,1000,7,5,0,487,1
rep1_FOV1_2,1,1,1200,0.1,2,1050,7,1,0,554,1
rep1_FOV1_2,1,1,1200,0.1,2,1100,5,4,6,513,1
rep1_FOV1_2,1,1,1200,0.1,2,1150,7,9,7,551,1
rep1_FOV1_2,1,1,1200,0.1,2,1200,10,7,14,682,1
rep1_FOV1_2,1,1,1200,0.1,2,1250,10,7,4,771,1
rep1_FOV1_2,1,1,1200,0.1,2,1300,8,5,2,763,1
rep1_FOV1_2,1,1,1200,0.1,2,1350,6,2,1,701,1
rep1_FOV1_2,1,1,1200,0.1,2,1400,6,9,11,670,1
rep1_FOV1_2,1,1,1200,0.1,2,1450,5,5,8,602,1
rep1_FOV1_2,1,1,1200,0.1,2,1500,5,6,2,604,1
rep1_FOV1_2,1,1,1200,0.1,2,1550,6,3,17,503,1
rep1_FOV1_2,1,1,1200,0.1,2,1600,9,7,21,596,1
rep1_FOV1_2,1,1,1200,0.1,2,1650,12,28,26,785,1
rep1_FOV1_2,1,1,1200,0.1,2,1700,29,14,15,1318,1
rep1_FOV1_2,1,1,1200,0.1,2,1750,25,9,5,1845,1
rep1_FOV1_2,1,1,1200,0.1,2,1800,19,2,2,2029,1
rep1_FOV1_2,1,1,1200,0.1,2,1850,13,4,7,1812,1
rep1_FOV1_2,1,1,1200,0.1,2,1900,8,5,3,1418,1
rep1_FOV1_2,1,1,1200,0.1,2,1950,7,4,0,1141,1
rep1_FOV1_2,1,1,1200,0.1,2,2000,10,3,27,990,1
rep1_FOV1_3,1,1,1200,0.1,3,1000,6,9,8,196,1
rep1_FOV1_3,1,1,1200,0.1,3,1050,8,4,3,376,1
rep1_FOV1_3,1,1,1200,0.1,3,1100,9,3,1,560,1
rep1_FOV1_3,1,1,1200,0.1,3,1150,9,1,0,649,1
rep1_FOV1_3,1,1,1200,0.1,3,1200,4,0,0,628,1
rep1_FOV1_3,1,1,1200,0.1,3,1250,4,3,6,542,1
rep1_FOV1_3,1,1,1200,0.1,3,1300,5,4,2,479,1
rep1_FOV1_3,1,1,1200,0.1,3,1350,6,12,15,532,1
rep1_FOV1_3,1,1,1200,0.1,3,1400,14,11,24,812,1
rep1_FOV1_3,1,1,1200,0.1,3,1450,13,9,13,1024,1
rep1_FOV1_3,1,1,1200,0.1,3,1500,16,7,4,1217,1
rep1_FOV1_3,1,1,1200,0.1,3,1550,10,6,1,1165,1
rep1_FOV1_3,1,1,1200,0.1,3,1600,8,2,0,1104,1
rep1_FOV1_3,1,1,1200,0.1,3,1650,7,0,0,955,1
rep1_FOV1_3,1,1,1200,0.1,3,1700,4,0,0,839,1
rep1_FOV1_3,1,1,1200,0.1,3,1750,1,0,0,623,1
rep1_FOV1_3,1,1,1200,0.1,3,1800,1,0,0,433,1
rep1_FOV1_3,1,1,1200,0.1,3,1850,1,0,0,297,1
rep1_FOV1_3,1,1,1200,0.1,3,1900,1,0,0,195,1
rep1_FOV1_3,1,1,1200,0.1,3,1950,0,0,0,140,1
rep1_FOV1_3,1,1,1200,0.1,3,2000,0,9,10,92,1
rep1_FOV1_4,1,1,1200,0.1,4,1000,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1050,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1100,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1150,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1200,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1250,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1300,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1350,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1400,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1450,0,0,0,0,0
rep1_FOV1_4,1,1,1200,0.1,4,1500,0,0,0,0,0
