Cell_id,Rep_Num,FOV_Num,drug_time,drug_concentration,cell_Num,Time,num_rna_cyto,num_rna_nuc,num_rna_nascent,Cyto_Intensity_1,is_cell_vital
rep1_FOV1_1,1,1,1200,1,1,1000,19,11,10,713,1
rep1_FOV1_1,1,1,1200,1,1,1050,21,5,4,1152,1
rep1_FOV1_1,1,1,1200,1,1,1100,19,4,9,1428,1
rep1_FOV1_1,1,1,1200,1,1,1150,16,6,8,1482,1
rep1_FOV1_1,1,1,1200,1,1,1200,14,4,2,1508,1
rep1_FOV1_1,1,1,1200,1,1,1250,10,2,0,1401,1
rep1_FOV1_1,1,1,1200,1,1,1300,4,0,0,1123,1
rep1_FOV1_1,1,1,1200,1,1,1350,3,2,2,786,1
rep1_FOV1_1,1,1,1200,1,1,1400,2,4,1,570,1
rep1_FOV1_1,1,1,1200,1,1,1450,3,8,24,422,1
rep1_FOV1_1,1,1,1200,1,1,1500,8,12,7,526,1
rep1_FOV1_1,1,1,1200,1,1,1550,10,5,3,764,1
rep1_FOV1_1,1,1,1200,1,1,1600,6,0,3,742,1
rep1_FOV1_1,1,1,1200,1,1,1650,4,0,2,620,1
rep1_FOV1_1,1,1,1200,1,1,1700,5,5,7,594,1
rep1_FOV1_1,1,1,1200,1,1,1750,6,2,4,520,1
rep1_FOV1_1,1,1,1200,1,1,1800,9,9,22,525,1
rep1_FOV1_1,1,1,1200,1,1,1850,15,14,7,764,1
rep1_FOV1_1,1,1,1200,1,1,1900,14,7,2,994,1
rep1_FOV1_1,1,1,1200,1,1,1950,17,5,26,1182,1
rep1_FOV1_1,1,1,1200,1,1,2000,19,8,12,1384,1
rep1_FOV1_2,1,1,1200,1,2,1000,37,12,4,2822,1
rep1_FOV1_2,1,1,1200,1,2,1050,29,3,2,3039,1
rep1_FOV1_2,1,1,1200,1,2,1100,18,0,0,2749,1
rep1_FOV1_2,1,1,1200,1,2,1150,11,1,2,2289,1
rep1_FOV1_2,1,1,1200,1,2,1200,5,4,2,1705,1
rep1_FOV1_2,1,1,1200,1,2,1250,4,0,1,1298,1
rep1_FOV1_2,1,1,1200,1,2,1300,10,3,18,1032,1
rep1_FOV1_2,1,1,1200,1,2,1350,18,12,15,1164,1
rep1_FOV1_2,1,1,1200,1,2,1400,22,12,15,1398,1
rep1_FOV1_2,1,1,1200,1,2,1450,24,13,17,1827,1
rep1_FOV1_2,1,1,1200,1,2,1500,27,9,0,2029,1
rep1_FOV1_2,1,1,1200,1,2,1550,16,7,4,1987,1
rep1_FOV1_2,1,1,1200,1,2,1600,11,4,1,1698,1
rep1_FOV1_2,1,1,1200,1,2,1650,4,3,0,1284,1
rep1_FOV1_2,1,1,1200,1,2,1700,5,6,6,949,1
rep1_FOV1_2,1,1,1200,1,2,1750,6,3,1,793,1
rep1_FOV1_2,1,1,1200,1,2,1800,6,0,0,735,1
rep1_FOV1_2,1,1,1200,1,2,1850,4,0,0,599,1
rep1_FOV1_2,1,1,1200,1,2,1900,3,0,0,525,1
rep1_FOV1_2,1,1,1200,1,2,1950,0,0,0,0,0
rep1_FOV1_2,1,1,1200,1,2,2000,0,0,0,0,0
rep1_FOV1_3,1,1,1200,1,3,1000,19,3,5,1775,1
rep1_FOV1_3,1,1,1200,1,3,1050,15,4,6,1805,1
rep1_FOV1_3,1,1,1200,1,3,1100,8,2,2,1501,1
rep1_FOV1_3,1,1,1200,1,3,1150,2,3,0,1051,1
rep1_FOV1_3,1,1,1200,1,3,1200,8,4,11,858,1
rep1_FOV1_3,1,1,1200,1,3,1250,10,4,3,868,1
rep1_FOV1_3,1,1,1200,1,3,1300,5,1,2,758,1
rep1_FOV1_3,1,1,1200,1,3,1350,4,4,21,637,1
rep1_FOV1_3,1,1,1200,1,3,1400,8,8,8,617,1
rep1_FOV1_3,1,1,1200,1,3,1450,5,6,4,604,1
rep1_FOV1_3,1,1,1200,1,3,1500,7,0,2,584,1
rep1_FOV1_3,1,1,1200,1,3,1550,6,1,1,633,1
rep1_FOV1_3,1,1,1200,1,3,1600,9,13,18,672,1
rep1_FOV1_3,1,1,1200,1,3,1650,20,7,9,988,1
rep1_FOV1_3,1,1,1200,1,3,1700,18,4,3,1399,1
rep1_FOV1_3,1,1,1200,1,3,1750,14,3,1,1441,1
