Cell_id,Rep_Num,FOV_Num,drug_time,drug_concentration,cell_Num,Time,num_rna_cyto,num_rna_nuc,num_rna_nascent,Cyto_Intensity_1,is_cell_vital
rep1_FOV1_1,1,1,1200,3,1,1000,4,4,0,419,1
rep1_FOV1_1,1,1,1200,3,1,1050,5,0,0,488,1
rep1_FOV1_1,1,1,1200,3,1,1100,2,0,0,410,1
rep1_FOV1_1,1,1,1200,3,1,1150,1,0,0,309,1
rep1_FOV1_1,1,1,1200,3,1,1200,6,11,23,223,1
rep1_FOV1_1,1,1,1200,3,1,1250,17,7,16,493,1
rep1_FOV1_1,1,1,1200,3,1,1300,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1350,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1400,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1450,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1500,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1550,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1600,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1650,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1700,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1750,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1800,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1850,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1900,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,1950,0,0,0,0,0
rep1_FOV1_1,1,1,1200,3,1,2000,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1000,7,7,3,610,1
rep1_FOV1_2,1,1,1200,3,2,1050,10,3,1,770,1
rep1_FOV1_2,1,1,1200,3,2,1100,5,1,1,734,1
rep1_FOV1_2,1,1,1200,3,2,1150,4,0,2,683,1
rep1_FOV1_2,1,1,1200,3,2,1200,2,1,1,515,1
rep1_FOV1_2,1,1,1200,3,2,1250,3,9,6,393,1
rep1_FOV1_2,1,1,1200,3,2,1300,4,9,20,408,1
rep1_FOV1_2,1,1,1200,3,2,1350,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1400,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1450,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1500,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1550,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1600,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1650,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1700,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1750,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1800,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1850,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1900,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,1950,0,0,0,0,0
rep1_FOV1_2,1,1,1200,3,2,2000,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1000,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1050,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1100,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1150,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1200,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1250,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1300,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1350,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1400,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1450,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1500,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1550,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1600,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1650,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1700,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1750,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1800,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1850,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1900,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,1950,0,0,0,0,0
rep1_FOV1_3,1,1,1200,3,3,2000,0,0,0,0,0
rep1_FOV1_4,1,1,1200,3,4,1000,6,6,4,1018,1
rep1_FOV1_4,1,1,1200,3,4,1050,11,3,10,944,1
rep1_FOV1_4,1,1,1200,3,4,1100,10,7,6,977,1
rep1_FOV1_4,1,1,1200,3,4,1150,11,10,19,1071,1
rep1_FOV1_4,1,1,1200,3,4,1200,17,8,16,1199,1
rep1_FOV1_4,1,1,1200,3,4,1250,19,7,12,1337,1
rep1_FOV1_4,1,1,1200,3,4,1300,16,7,10,1470,1
rep1_FOV1_4,1,1,1200,3,4,1350,16,6,6,1552,1
