Cell_id,Rep_Num,FOV_Num,drug_time,drug_concentration,cell_Num,Time,num_rna_cyto,num_rna_nuc,num_rna_nascent,Cyto_Intensity_1,is_cell_vital
rep1_FOV1_1,1,1,1200,1,1,1000,11,13,9,813,1
rep1_FOV1_1,1,1,1200,1,1,1050,13,8,3,1013,1
rep1_FOV1_1,1,1,1200,1,1,1100,13,2,0,1117,1
rep1_FOV1_1,1,1,1200,1,1,1150,8,1,0,1062,1
rep1_FOV1_1,1,1,1200,1,1,1200,6,0,0,963,1
rep1_FOV1_1,1,1,1200,1,1,1250,2,0,0,770,1
rep1_FOV1_1,1,1,1200,1,1,1300,0,1,0,513,1
rep1_FOV1_1,1,1,1200,1,1,1350,0,0,0,321,1
rep1_FOV1_1,1,1,1200,1,1,1400,0,0,0,202,1
rep1_FOV1_1,1,1,1200,1,1,1450,0,0,0,113,1
rep1_FOV1_1,1,1,1200,1,1,1500,0,0,1,65,1
rep1_FOV1_1,1,1,1200,1,1,1550,0,1,2,36,1
rep1_FOV1_1,1,1,1200,1,1,1600,0,0,2,21,1
rep1_FOV1_1,1,1,1200,1,1,1650,1,1,3,32,1
rep1_FOV1_1,1,1,1200,1,1,1700,0,0,1,59,1
rep1_FOV1_1,1,1,1200,1,1,1750,0,0,0,36,1
rep1_FOV1_1,1,1,1200,1,1,1800,1,2,14,29,1
rep1_FOV1_1,1,1,1200,1,1,1850,1,0,10,42,1
rep1_FOV1_1,1,1,1200,1,1,1900,1,0,1,74,1
rep1_FOV1_1,1,1,1200,1,1,1950,0,0,1,70,1
rep1_FOV1_1,1,1,1200,1,1,2000,0,1,1,48,1
rep1_FOV1_2,1,1,1200,1,2,1000,18,13,16,925,1
rep1_FOV1_2,1,1,1200,1,2,1050,19,8,6,1293,1
rep1_FOV1_2,1,1,1200,1,2,1100,20,3,1,1561,1
rep1_FOV1_2,1,1,1200,1,2,1150,14,1,1,1575,1
rep1_FOV1_2,1,1,1200,1,2,1200,10,0,1,1343,1
rep1_FOV1_2,1,1,1200,1,2,1250,1,0,0,942,1
rep1_FOV1_2,1,1,1200,1,2,1300,0,0,0,575,1
rep1_FOV1_2,1,1,1200,1,2,1350,0,0,0,334,1
rep1_FOV1_2,1,1,1200,1,2,1400,0,0,0,202,1
rep1_FOV1_2,1,1,1200,1,2,1450,0,2,23,123,1
rep1_FOV1_2,1,1,1200,1,2,1500,0,5,8,75,1
rep1_FOV1_2,1,1,1200,1,2,1550,1,3,19,103,1
rep1_FOV1_2,1,1,1200,1,2,1600,0,0,11,80,1
rep1_FOV1_2,1,1,1200,1,2,1650,0,2,4,55,1
rep1_FOV1_2,1,1,1200,1,2,1700,0,1,2,33,1
rep1_FOV1_2,1,1,1200,1,2,1750,0,0,1,19,1
rep1_FOV1_2,1,1,1200,1,2,1800,0,1,0,12,1
rep1_FOV1_2,1,1,1200,1,2,1850,0,0,0,4,1
rep1_FOV1_2,1,1,1200,1,2,1900,0,0,0,3,1
rep1_FOV1_2,1,1,1200,1,2,1950,1,0,5,3,1
rep1_FOV1_2,1,1,1200,1,2,2000,0,0,3,10,1
rep1_FOV1_3,1,1,1200,1,3,1000,0,0,0,0,0
rep1_FOV1_3,1,1,1200,1,3,1050,0,0,0,0,0
