Cell_id,Rep_Num,FOV_Num,drug_time,drug_concentration,cell_Num,Time,num_rna_cyto,num_rna_nuc,num_rna_nascent,Cyto_Intensity_1,is_cell_vital
rep1_FOV1_1,1,1,1200,10,1,1000,6,3,6,400,1
rep1_FOV1_1,1,1,1200,10,1,1050,6,3,3,481,1
rep1_FOV1_1,1,1,1200,10,1,1100,8,1,0,567,1
rep1_FOV1_1,1,1,1200,10,1,1150,4,0,0,589,1
rep1_FOV1_1,1,1,1200,10,1,1200,1,0,0,435,1
rep1_FOV1_1,1,1,1200,10,1,1250,1,0,0,300,1
rep1_FOV1_1,1,1,1200,10,1,1300,1,0,0,223,1
rep1_FOV1_1,1,1,1200,10,1,1350,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1400,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1450,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1500,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1550,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1600,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1650,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1700,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1750,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1800,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1850,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1900,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,1950,0,0,0,0,0
rep1_FOV1_1,1,1,1200,10,1,2000,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1000,8,6,5,497,1
rep1_FOV1_2,1,1,1200,10,2,1050,8,3,4,616,1
rep1_FOV1_2,1,1,1200,10,2,1100,5,3,1,579,1
rep1_FOV1_2,1,1,1200,10,2,1150,3,1,0,518,1
rep1_FOV1_2,1,1,1200,10,2,1200,0,1,0,347,1
rep1_FOV1_2,1,1,1200,10,2,1250,0,1,0,216,1
rep1_FOV1_2,1,1,1200,10,2,1300,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1350,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1400,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1450,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1500,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1550,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1600,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1650,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1700,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1750,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1800,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1850,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1900,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,1950,0,0,0,0,0
rep1_FOV1_2,1,1,1200,10,2,2000,0,0,0,0,0
rep1_FOV1_3,1,1,1200,10,3,1000,13,7,8,1003,1
rep1_FOV1_3,1,1,1200,10,3,1050,12,7,8,1213,1
rep1_FOV1_3,1,1,1200,10,3,1100,13,4,0,1335,1
rep1_FOV1_3,1,1,1200,10,3,1150,11,0,0,1372,1
